lvl,Column 1,Column 2,Column 3,Column 4
2,Clay,2013-08-22 00:00:00,6571,0
2,Clay,2013-08-25 00:00:00,10407,0
2,Clay,2013-08-26 00:00:00,14704,0
2,Clay,2013-08-27 00:00:00,14231,0
2,Clay,2013-08-28 00:00:00,14057,0
2,Clay,2013-08-29 00:00:00,18131,0
2,Clay,2013-09-01 00:00:00,22409,0
2,Clay,2013-09-02 00:00:00,22194,0
2,Clay,2013-09-03 00:00:00,21320,0
2,Clay,2013-09-04 00:00:00,21074,0
2,Clay,2013-09-05 00:00:00,20478,0
2,Clay,2013-09-08 00:00:00,18711,0
2,Clay,2013-09-09 00:00:00,17879,0
2,Clay,2013-09-10 00:00:00,17221,0
2,Clay,2013-09-11 00:00:00,16769,0
2,Clay,2013-09-12 00:00:00,16296,0
2,Clay,2013-09-15 00:00:00,15228,0
2,Clay,2013-09-16 00:00:00,14252,0
2,Clay,2013-09-17 00:00:00,13862,0
2,Clay,2013-09-18 00:00:00,13256,0
2,Clay,2013-09-19 00:00:00,12557,0
2,Clay,2013-09-22 00:00:00,11489,0
2,Clay,2013-09-23 00:00:00,11438,0
2,Clay,2013-09-24 00:00:00,10698,0
2,Clay,2013-09-25 00:00:00,13914,0
2,Clay,2013-09-26 00:00:00,16646,0
2,Clay,2013-09-29 00:00:00,15990,0
2,Clay,2013-09-30 00:00:00,15332,0
2,Clay,2013-10-01 00:00:00,16537,0
2,Clay,2013-10-02 00:00:00,17578,0
2,Clay,2013-10-03 00:00:00,17136,0
2,Clay,2013-10-06 00:00:00,15070,0
2,Clay,2013-10-07 00:00:00,14660,0
2,Clay,2013-10-08 00:00:00,19535,0
2,Clay,2013-10-09 00:00:00,18672,0
2,Clay,2013-10-10 00:00:00,18292,0
2,Clay,2013-10-13 00:00:00,17296,0
2,Clay,2013-10-14 00:00:00,16823,0
2,Clay,2013-10-15 00:00:00,16659,0
2,Clay,2013-10-16 00:00:00,16608,0
2,Clay,2013-10-17 00:00:00,16495,0
2,Clay,2013-10-20 00:00:00,14564,0
2,Clay,2013-10-21 00:00:00,14523,0
2,Clay,2013-10-22 00:00:00,13577,0
2,Clay,2013-10-23 00:00:00,13557,0
2,Clay,2013-10-24 00:00:00,13187,0
2,Clay,2013-10-27 00:00:00,11583,0
2,Clay,2013-10-28 00:00:00,10936,0
2,Clay,2013-10-29 00:00:00,10505,0
2,Clay,2013-10-30 00:00:00,10485,0
2,Clay,2013-10-31 00:00:00,9570,0
2,Clay,2013-11-03 00:00:00,7893,0
2,Clay,2013-11-04 00:00:00,12381,0
2,Clay,2013-11-05 00:00:00,12361,0
2,Clay,2013-11-06 00:00:00,11858,0
2,Clay,2013-11-07 00:00:00,16889,0
2,Clay,2013-11-10 00:00:00,15527,0
2,Clay,2013-11-11 00:00:00,14715,0
2,Clay,2013-11-12 00:00:00,14664,0
2,Clay,2013-11-13 00:00:00,13801,0
2,Clay,2013-11-14 00:00:00,12794,0
2,Clay,2013-11-17 00:00:00,11274,0
2,Clay,2013-11-18 00:00:00,10976,0
2,Clay,2013-11-19 00:00:00,10473,0
2,Clay,2013-11-20 00:00:00,10330,0
2,Clay,2013-11-21 00:00:00,10259,0
2,Clay,2013-11-24 00:00:00,9335,0
2,Clay,2013-11-25 00:00:00,8647,0
2,Clay,2013-11-26 00:00:00,7660,0
2,Clay,2013-11-27 00:00:00,7486,0
2,Clay,2013-11-28 00:00:00,6756,0
2,Clay,2013-12-01 00:00:00,5514,0
2,Clay,2013-12-02 00:00:00,5247,0
2,Clay,2013-12-03 00:00:00,4312,0
2,Clay,2013-12-04 00:00:00,4261,0
2,Clay,2013-12-05 00:00:00,3994,0
2,Clay,2013-12-08 00:00:00,2114,0
2,Clay,2013-12-09 00:00:00,4216,0
2,Clay,2013-12-10 00:00:00,5917,0
2,Clay,2013-12-11 00:00:00,5136,0
2,Clay,2013-12-12 00:00:00,4993,0
2,Clay,2013-12-15 00:00:00,5170,0
2,Clay,2013-12-16 00:00:00,8653,0
2,Clay,2013-12-17 00:00:00,8335,0
2,Clay,2013-12-18 00:00:00,7431,0
2,Clay,2013-12-19 00:00:00,6413,0
2,Clay,2013-12-22 00:00:00,5479,0
2,Clay,2013-12-23 00:00:00,4832,0
2,Clay,2013-12-24 00:00:00,4668,0
2,Clay,2013-12-25 00:00:00,3897,0
2,Clay,2013-12-26 00:00:00,3723,0
2,Clay,2013-12-29 00:00:00,2172,0
2,Clay,2013-12-30 00:00:00,1946,0
2,Clay,2013-12-31 00:00:00,1545,0
2,Clay,2014-01-01 00:00:00,1155,0
2,Clay,2014-01-02 00:00:00,199,0
2,Clay,2014-01-05 00:00:00,0,-318
2,Clay,2014-01-06 00:00:00,0,-473
2,Clay,2014-01-07 00:00:00,0,-668
2,Clay,2014-01-08 00:00:00,0,-329
2,Clay,2014-01-09 00:00:00,0,-154
2,Clay,2014-01-12 00:00:00,59,0
2,Clay,2014-01-13 00:00:00,5031,0
2,Clay,2014-01-14 00:00:00,4774,0
2,Clay,2014-01-15 00:00:00,3777,0
2,Clay,2014-01-16 00:00:00,3807,0
2,Clay,2014-01-19 00:00:00,5890,0
2,Clay,2014-01-20 00:00:00,5315,0
2,Clay,2014-01-21 00:00:00,5202,0
2,Clay,2014-01-22 00:00:00,6127,0
2,Clay,2014-01-23 00:00:00,5518,0
2,Clay,2014-01-26 00:00:00,4296,0
2,Clay,2014-01-27 00:00:00,3392,0
2,Clay,2014-01-28 00:00:00,3094,0
2,Clay,2014-01-29 00:00:00,2529,0
2,Clay,2014-01-30 00:00:00,2375,0
2,Clay,2014-02-02 00:00:00,1945,0
2,Clay,2014-02-03 00:00:00,1760,0
2,Clay,2014-02-04 00:00:00,825,0
2,Clay,2014-02-05 00:00:00,764,0
2,Clay,2014-02-06 00:00:00,466,0
2,Clay,2014-02-09 00:00:00,0,-781
2,Clay,2014-02-10 00:00:00,0,-832
2,Clay,2014-02-11 00:00:00,0,-390
2,Clay,2014-02-12 00:00:00,0,-380
2,Clay,2014-02-13 00:00:00,0,-493
2,Clay,2014-02-16 00:00:00,0,-627
2,Clay,2014-02-17 00:00:00,0,-298
2,Clay,2014-02-18 00:00:00,0,-874
2,Clay,2014-02-19 00:00:00,145,0
2,Clay,2014-02-20 00:00:00,187,0
2,Clay,2014-02-23 00:00:00,0,-215
2,Clay,2014-02-24 00:00:00,0,-452
2,Clay,2014-02-25 00:00:00,0,-298
2,Clay,2014-02-26 00:00:00,236,0
2,Clay,2014-02-27 00:00:00,0,-658
2,Clay,2014-03-01 00:00:00,0,-41
2,Clay,2014-03-02 00:00:00,752,0
2,Clay,2014-03-03 00:00:00,1741,0
2,Clay,2014-03-04 00:00:00,826,0
2,Clay,2014-03-05 00:00:00,220,0
2,Clay,2014-03-08 00:00:00,0,-298
2,Clay,2014-03-09 00:00:00,0,-740
2,Clay,2014-03-10 00:00:00,0,-329
2,Clay,2014-03-11 00:00:00,0,-431
2,Clay,2014-03-12 00:00:00,0,-185
2,Clay,2014-03-15 00:00:00,0,-503
2,Clay,2014-03-16 00:00:00,0,-61
2,Clay,2014-03-17 00:00:00,0,-1007
2,Clay,2014-03-18 00:00:00,0,-915
2,Clay,2014-03-19 00:00:00,0,-20
2,Clay,2014-03-22 00:00:00,0,-143
2,Clay,2014-03-23 00:00:00,0,-699
2,Clay,2014-03-24 00:00:00,0,-164
2,Clay,2014-03-25 00:00:00,0,-802
2,Clay,2014-03-26 00:00:00,0,-545
2,Clay,2014-03-29 00:00:00,0,-195
2,Clay,2014-03-30 00:00:00,0,-123
2,Clay,2014-03-31 00:00:00,0,-565
2,Clay,2014-04-01 00:00:00,0,-20
2,Clay,2014-04-02 00:00:00,0,-791
2,Clay,2014-04-05 00:00:00,1283,0
2,Clay,2014-04-06 00:00:00,1764,0
2,Clay,2014-04-07 00:00:00,1405,0
2,Clay,2014-04-08 00:00:00,1272,0
2,Clay,2014-04-09 00:00:00,2136,0
2,Clay,2014-04-12 00:00:00,3931,0
2,Clay,2014-04-13 00:00:00,3304,0
2,Clay,2014-04-14 00:00:00,3068,0
2,Clay,2014-04-15 00:00:00,2277,0
2,Clay,2014-04-16 00:00:00,1578,0
2,Clay,2014-04-19 00:00:00,58,0
2,Clay,2014-04-20 00:00:00,0,-55
2,Clay,2014-04-21 00:00:00,0,-853
2,Clay,2014-04-22 00:00:00,0,-586
2,Clay,2014-04-23 00:00:00,0,-730
2,Clay,2014-04-26 00:00:00,0,-493
2,Clay,2014-04-27 00:00:00,0,-709
2,Clay,2014-04-28 00:00:00,0,-771
2,Clay,2014-04-29 00:00:00,0,-298
2,Clay,2014-04-30 00:00:00,0,-627
2,Clay,2014-05-03 00:00:00,0,-503
2,Clay,2014-05-04 00:00:00,0,-143
2,Clay,2014-05-05 00:00:00,0,-863
2,Clay,2014-05-06 00:00:00,0,-976
2,Clay,2014-05-07 00:00:00,5131,0
2,Clay,2014-05-10 00:00:00,3215,0
2,Clay,2014-05-11 00:00:00,3072,0
2,Clay,2014-05-12 00:00:00,2065,0
2,Clay,2014-05-13 00:00:00,6260,0
2,Clay,2014-05-14 00:00:00,10558,0
2,Clay,2014-05-17 00:00:00,9665,0
2,Clay,2014-05-18 00:00:00,8894,0
2,Clay,2014-05-19 00:00:00,13226,0
2,Clay,2014-05-20 00:00:00,17659,0
2,Clay,2014-05-21 00:00:00,16744,0
2,Clay,2014-05-24 00:00:00,15255,0
2,Clay,2014-05-25 00:00:00,15235,0
2,Clay,2014-05-26 00:00:00,14577,0
2,Clay,2014-05-27 00:00:00,13570,0
2,Clay,2014-05-28 00:00:00,13416,0
2,Clay,2014-05-31 00:00:00,11803,0
2,Clay,2014-06-01 00:00:00,11361,0
2,Clay,2014-06-02 00:00:00,11187,0
2,Clay,2014-06-03 00:00:00,10694,0
2,Clay,2014-06-04 00:00:00,9831,0
2,Clay,2014-06-07 00:00:00,8588,0
2,Clay,2014-06-08 00:00:00,8105,0
2,Clay,2014-06-09 00:00:00,8054,0
2,Clay,2014-06-10 00:00:00,7458,0
2,Clay,2014-06-11 00:00:00,7201,0
2,Clay,2014-06-14 00:00:00,6462,0
2,Clay,2014-06-15 00:00:00,6144,0
2,Clay,2014-06-16 00:00:00,5497,0
2,Clay,2014-06-17 00:00:00,7126,0
2,Clay,2014-06-18 00:00:00,8580,0
2,Clay,2014-06-21 00:00:00,6361,0
2,Clay,2014-06-22 00:00:00,5395,0
2,Clay,2014-06-23 00:00:00,5387,0
2,Clay,2014-06-24 00:00:00,9240,0
2,Clay,2014-06-25 00:00:00,8644,0
2,Clay,2014-06-28 00:00:00,7874,0
2,Clay,2014-06-29 00:00:00,9608,0
2,Clay,2014-06-30 00:00:00,11052,0
2,Clay,2014-07-01 00:00:00,10960,0
2,Clay,2014-07-02 00:00:00,10631,0
2,Clay,2014-07-05 00:00:00,8534,0
2,Clay,2014-07-06 00:00:00,7835,0
2,Clay,2014-07-07 00:00:00,7578,0
2,Clay,2014-07-08 00:00:00,6838,0
2,Clay,2014-07-09 00:00:00,6705,0
2,Clay,2014-07-12 00:00:00,4989,0
2,Clay,2014-07-13 00:00:00,4208,0
2,Clay,2014-07-14 00:00:00,4034,0
2,Clay,2014-07-15 00:00:00,3716,0
2,Clay,2014-07-16 00:00:00,3089,0
2,Clay,2014-07-19 00:00:00,2186,0
2,Clay,2014-07-20 00:00:00,2022,0
2,Clay,2014-07-21 00:00:00,1107,0
2,Clay,2014-07-22 00:00:00,861,0
2,Clay,2014-07-23 00:00:00,820,0
2,Clay,2014-07-26 00:00:00,0,-421
2,Clay,2014-07-27 00:00:00,0,-606
2,Clay,2014-07-28 00:00:00,1533,0
2,Clay,2014-07-29 00:00:00,1778,0
2,Clay,2014-07-30 00:00:00,1398,0
2,Clay,2014-08-02 00:00:00,844,0
2,Clay,2014-08-03 00:00:00,967,0
2,Clay,2014-08-04 00:00:00,4901,0
2,Clay,2014-08-05 00:00:00,4860,0
2,Clay,2014-08-06 00:00:00,4377,0
2,Clay,2014-08-09 00:00:00,4283,0
2,Clay,2014-08-10 00:00:00,4640,0
2,Clay,2014-08-11 00:00:00,3828,0
2,Clay,2014-08-12 00:00:00,2924,0
2,Clay,2014-08-13 00:00:00,2472,0
2,Clay,2014-08-16 00:00:00,931,0
2,Clay,2014-08-17 00:00:00,119,0
2,Clay,2014-08-18 00:00:00,0,-662
2,Clay,2014-08-19 00:00:00,0,-740
2,Clay,2014-08-20 00:00:00,0,-863
2,Clay,2014-08-23 00:00:00,0,-771
2,Clay,2014-08-24 00:00:00,0,-277
2,Clay,2014-08-25 00:00:00,0,-349
2,Clay,2014-08-26 00:00:00,0,-545
2,Clay,2014-08-27 00:00:00,0,-226
2,Clay,2014-08-30 00:00:00,0,-92
2,Clay,2014-08-31 00:00:00,0,-30
2,Clay,2014-09-01 00:00:00,0,-236
2,Clay,2014-09-02 00:00:00,0,-771
2,Clay,2014-09-03 00:00:00,0,-267
2,Clay,2014-09-06 00:00:00,0,-935
2,Clay,2014-09-07 00:00:00,3728,0
2,Clay,2014-09-08 00:00:00,6531,0
2,Clay,2014-09-09 00:00:00,5729,0
2,Clay,2014-09-10 00:00:00,5328,0
2,Clay,2014-09-13 00:00:00,6765,0
2,Clay,2014-09-14 00:00:00,8397,0
2,Clay,2014-09-15 00:00:00,8274,0
2,Clay,2014-09-16 00:00:00,7976,0
2,Clay,2014-09-17 00:00:00,7504,0
2,Clay,2014-09-20 00:00:00,9033,0
2,Clay,2014-09-21 00:00:00,8807,0
2,Clay,2014-09-22 00:00:00,8026,0
2,Clay,2014-09-23 00:00:00,7348,0
2,Clay,2014-09-24 00:00:00,7061,0
2,Clay,2014-09-27 00:00:00,4738,0
2,Clay,2014-09-28 00:00:00,4193,0
2,Clay,2014-09-29 00:00:00,3906,0
2,Clay,2014-09-30 00:00:00,2950,0
2,Clay,2014-10-01 00:00:00,2056,0
2,Clay,2014-10-04 00:00:00,299,0
2,Clay,2014-10-05 00:00:00,0,-287
2,Clay,2014-10-06 00:00:00,0,-627
2,Clay,2014-10-07 00:00:00,0,-473
2,Clay,2014-10-08 00:00:00,0,-493
2,Clay,2014-10-11 00:00:00,0,-709
2,Clay,2014-10-12 00:00:00,0,-20
2,Clay,2014-10-13 00:00:00,0,-359
2,Clay,2014-10-14 00:00:00,0,-894
2,Clay,2014-10-15 00:00:00,0,-966
2,Clay,2014-10-18 00:00:00,0,-452
2,Clay,2014-10-19 00:00:00,0,-195
2,Clay,2014-10-20 00:00:00,0,-541
2,Clay,2014-10-21 00:00:00,4333,0
2,Clay,2014-10-22 00:00:00,4169,0
2,Clay,2014-10-25 00:00:00,2073,0
2,Clay,2014-10-26 00:00:00,5110,0
2,Clay,2014-10-27 00:00:00,7386,0
2,Clay,2014-10-28 00:00:00,6883,0
2,Clay,2014-10-29 00:00:00,6647,0
2,Clay,2014-11-01 00:00:00,5579,0
2,Clay,2014-11-02 00:00:00,5199,0
2,Clay,2014-11-03 00:00:00,4901,0
2,Clay,2014-11-04 00:00:00,4161,0
2,Clay,2014-11-05 00:00:00,3215,0
2,Clay,2014-11-08 00:00:00,1263,0
2,Clay,2014-11-09 00:00:00,348,0
2,Clay,2014-11-10 00:00:00,277,0
2,Clay,2014-11-11 00:00:00,247,0
2,Clay,2014-11-12 00:00:00,155,0
2,Clay,2014-11-15 00:00:00,0,-442
2,Clay,2014-11-16 00:00:00,0,-976
2,Clay,2014-11-17 00:00:00,0,-904
2,Clay,2014-11-18 00:00:00,0,-246
2,Clay,2014-11-19 00:00:00,0,-267
2,Clay,2014-11-22 00:00:00,3063,0
2,Clay,2014-11-23 00:00:00,6166,0
2,Clay,2014-11-24 00:00:00,6002,0
2,Clay,2014-11-25 00:00:00,5067,0
2,Clay,2014-11-26 00:00:00,7989,0
2,Clay,2014-11-29 00:00:00,11106,0
2,Clay,2014-11-30 00:00:00,10325,0
2,Clay,2014-12-01 00:00:00,10151,0
2,Clay,2014-12-02 00:00:00,12213,0
2,Clay,2014-12-03 00:00:00,16598,0
2,Clay,2014-12-06 00:00:00,14337,0
2,Clay,2014-12-07 00:00:00,13607,0
2,Clay,2014-12-08 00:00:00,12939,0
2,Clay,2014-12-09 00:00:00,12076,0
2,Clay,2014-12-10 00:00:00,11840,0
2,Clay,2014-12-13 00:00:00,10134,0
2,Clay,2014-12-14 00:00:00,9970,0
2,Clay,2014-12-15 00:00:00,9929,0
2,Clay,2014-12-16 00:00:00,8922,0
2,Clay,2014-12-17 00:00:00,8275,0
2,Clay,2014-12-20 00:00:00,6425,0
2,Clay,2014-12-21 00:00:00,5644,0
2,Clay,2014-12-22 00:00:00,4853,0
2,Clay,2014-12-23 00:00:00,4792,0
2,Clay,2014-12-24 00:00:00,4566,0
2,Clay,2014-12-27 00:00:00,3210,0
2,Clay,2014-12-28 00:00:00,2809,0
2,Clay,2014-12-29 00:00:00,2141,0
2,Clay,2014-12-30 00:00:00,1442,0
2,Clay,2014-12-31 00:00:00,949,0
2,Clay,2015-01-03 00:00:00,0,-349
2,Clay,2015-01-04 00:00:00,0,-884
2,Clay,2015-01-05 00:00:00,2554,0
2,Clay,2015-01-06 00:00:00,5232,0
2,Clay,2015-01-07 00:00:00,4225,0
2,Clay,2015-01-10 00:00:00,1975,0
2,Clay,2015-01-11 00:00:00,6086,0
2,Clay,2015-01-12 00:00:00,5315,0
2,Clay,2015-01-13 00:00:00,4318,0
2,Clay,2015-01-14 00:00:00,3856,0
2,Clay,2015-01-17 00:00:00,2654,0
2,Clay,2015-01-18 00:00:00,1739,0
2,Clay,2015-01-19 00:00:00,1513,0
2,Clay,2015-01-20 00:00:00,968,0
2,Clay,2015-01-21 00:00:00,84,0
2,Clay,2015-01-24 00:00:00,0,-329
2,Clay,2015-01-25 00:00:00,0,-20
2,Clay,2015-01-26 00:00:00,0,-740
2,Clay,2015-01-27 00:00:00,0,-627
2,Clay,2015-01-28 00:00:00,0,-637
2,Clay,2015-01-31 00:00:00,0,-61
2,Clay,2015-02-01 00:00:00,0,-370
2,Clay,2015-02-02 00:00:00,0,-113
2,Clay,2015-02-03 00:00:00,0,-884
2,Clay,2015-02-04 00:00:00,0,-401
2,Clay,2015-02-07 00:00:00,0,-956
2,Clay,2015-02-08 00:00:00,0,-493
2,Clay,2015-02-09 00:00:00,0,-473
2,Clay,2015-02-10 00:00:00,0,-267
2,Clay,2015-02-11 00:00:00,0,-1018
2,Clay,2015-02-14 00:00:00,1848,0
2,Clay,2015-02-15 00:00:00,3179,0
2,Clay,2015-02-16 00:00:00,2676,0
2,Clay,2015-02-17 00:00:00,6011,0
2,Clay,2015-02-18 00:00:00,8575,0
2,Clay,2015-02-21 00:00:00,7486,0
2,Clay,2015-02-22 00:00:00,6726,0
2,Clay,2015-02-23 00:00:00,6696,0
2,Clay,2015-02-24 00:00:00,5853,0
2,Clay,2015-02-25 00:00:00,4938,0
2,Clay,2015-02-28 00:00:00,3315,0
2,Clay,2015-03-01 00:00:00,3172,0
2,Clay,2015-03-02 00:00:00,2401,0
2,Clay,2015-03-03 00:00:00,2165,0
2,Clay,2015-03-04 00:00:00,1723,0
2,Clay,2015-03-07 00:00:00,1201,0
2,Clay,2015-03-08 00:00:00,800,0
2,Clay,2015-03-09 00:00:00,605,0
2,Clay,2015-03-10 00:00:00,307,0
2,Clay,2015-03-11 00:00:00,30,0
2,Clay,2015-03-14 00:00:00,0,-359
2,Clay,2015-03-15 00:00:00,0,-545
2,Clay,2015-03-16 00:00:00,0,-164
2,Clay,2015-03-17 00:00:00,0,-647
2,Clay,2015-03-18 00:00:00,0,-113
2,Clay,2015-03-21 00:00:00,0,-257
2,Clay,2015-03-22 00:00:00,0,-776
2,Clay,2015-03-23 00:00:00,3814,0
2,Clay,2015-03-24 00:00:00,3773,0
2,Clay,2015-03-25 00:00:00,2910,0
